Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,ROAS,,,Stage,Values
A3140,Data Analytics Course,82,5453,"$9,507.08",30,8,9.80%,"$1,511.00",2024-11-17,Hyderabad,Desktop,Learn Data Analytics,0.1589341838,,,,
A3141,Data Analytics Course,98,5728,$230.52,14,10,10.20%,"$1,322.00",2024-11-07,Hyderabad,Mobile,Data Analytics Training,5.734860316,,,,
A3142,Data Analytics Course,87,3161,$244.49,24,8,9.20%,"$1,161.00",2024-11-06,Hyderabad,Tablet,Data Analytics Online,4.748660477,,,,
A3143,Data Analytics Course,146,4773,$248.27,30,6,4.10%,"$1,304.00",2024-11-01,Hyderabad,Tablet,Online Data Analytic,5.252346236,,,,
A3144,Data Analytics Course,0,3385,$208.31,25,10,0.00%,"$1,972.00",2024-11-16,Hyderabad,Mobile,Analytics For Data,9.466660266,,,,
A3145,Data Analytics Course,122,5600,$223.06,12,3,2.50%,"$1,061.00",2024-11-18,Hyderabad,Tablet,Learn Data Analytics,4.75656774,,,,
A3146,Data Analytics Course,153,4218,$228.36,16,7,4.60%,"$1,178.00",2024-11-03,Hyderabad,Mobile,Data Analytics Online,5.158521633,,,,
A3147,Data Analytics Course,108,3358,$184.10,28,4,3.70%,"$1,888.00",2024-11-16,Hyderabad,Desktop,Analytics For Data,10.25529603,,,,
A3148,Data Analytics Course,147,3021,$200.17,20,4,2.70%,"$1,718.00",2024-11-18,Hyderabad,Mobile,Analytics For Data,8.582704701,,,,
A3149,Data Analytics Course,121,4477,$224.77,28,10,8.30%,"$1,604.00",2024-11-17,Hyderabad,Tablet,Data Analytics Online,7.136183654,,,,
A3150,Data Analytics Course,112,4073,$180.24,30,4,3.57%,"$1,628.00",2024-11-12,Hyderabad,Tablet,Data Analytics Training,9.032401243,,,,
A3151,Data Analytics Course,127,5172,$204.19,10,4,3.10%,"$1,183.00",2024-11-20,Hyderabad,Mobile,Data Analytics Online,5.793623586,,,,
A3152,Data Analytics Course,192,5896,$201.18,30,9,5.00%,"$1,589.00",2024-11-30,Hyderabad,Desktop,Data Analytics Course,7.898399443,,,,
A3153,Data Analytics Course,174,3427,$223.77,20,7,3.60%,"$1,293.00",2024-11-15,Hyderabad,Desktop,Analytics For Data,5.778254458,,,,
A3154,Data Analytics Course,166,4176,$243.10,16,9,4.10%,"$1,147.00",2024-11-24,Hyderabad,Desktop,Learn Data Analytics,4.718222954,,,,
A3155,Data Analytics Course,98,5835,$232.82,19,6,6.12%,"$1,989.00",2024-11-02,Hyderabad,Mobile,Data Analytics Online,8.543080491,,,,
A3156,Data Analytics Course,191,5438,$244.10,19,5,2.62%,"$1,203.00",2024-11-08,Hyderabad,Tablet,Learn Data Analytics,4.92830807,,,,
A3157,Data Analytics Course,89,4936,$199.91,16,4,5.90%,"$1,543.00",2024-11-14,Hyderabad,Desktop,Data Analytics Course,7.718473313,,,,
A3158,Data Analytics Course,180,3526,"$20,869.20",15,7,3.90%,"$1,336.00",2024-11-16,Hyderabad,Mobile,Online Data Analytic,0.06401778698,,,,
A3159,Data Analytics Course,91,5509,$186.22,29,5,5.50%,"$1,928.00",2024-11-02,Hyderabad,Mobile,Learn Data Analytics,10.35334551,,,,
A3160,Data Analytics Course,114,5748,$184.76,16,8,7.00%,"$1,490.00",2024-11-21,Hyderabad,Desktop,Data Analytics Online,8.064516129,,,,
A3161,Data Analytics Course,80,5155,$217.30,28,5,6.25%,"$1,316.00",2024-11-12,Hyderabad,Tablet,Data Analytics Course,6.05614358,,,,
A3162,Data Analytics Course,127,4537,$247.11,17,7,4.30%,"$1,451.00",2024-11-18,Hyderabad,Tablet,Analytics For Data,5.87187892,,,,
A3163,Data Analytics Course,84,5468,$227.36,13,4,4.80%,"$1,228.00",2024-11-26,Hyderabad,Tablet,Data Analytics Course,5.401125968,,,,
A3164,Data Analytics Course,182,4390,$239.33,11,7,5.20%,"$1,799.00",2024-11-27,Hyderabad,Tablet,Data Analytics Training,7.516817783,,,,
A3165,Data Analytics Course,105,5883,$180.07,20,4,3.80%,"$1,586.00",2024-11-05,Hyderabad,Mobile,Data Analytics Course,8.8076859,,,,
A3166,Data Analytics Course,162,3120,$245.58,30,6,3.70%,"$1,952.00",2024-11-06,Hyderabad,Mobile,Data Analytics Training,7.948530011,,,,
A3167,Data Analytics Course,118,4377,$219.81,21,4,3.40%,"$1,290.00",2024-11-14,Hyderabad,Desktop,Analytics For Data,5.868704791,,,,
A3168,Data Analytics Course,131,5719,$183.69,12,7,5.30%,"$1,555.00",2024-11-23,Hyderabad,Mobile,Data Analytics Training,8.46534923,,,,
A3169,Data Analytics Course,116,4250,$186.34,12,3,2.60%,"$1,043.00",2024-11-30,Hyderabad,Desktop,Analytics For Data,5.597295267,,,,
A3170,Data Analytics Course,80,5648,$239.26,10,6,7.50%,"$1,005.00",2024-11-20,Hyderabad,Mobile,Data Analytics Course,4.200451392,,,,
A3171,Data Analytics Course,81,3394,$187.24,12,6,7.40%,"$1,227.00",2024-11-12,Hyderabad,Tablet,Data Analytics Course,6.553086947,,,,
A3172,Data Analytics Course,189,5117,$197.90,20,8,4.20%,"$1,710.00",2024-11-28,Hyderabad,Mobile,Analytics For Data,8.64072764,,,,
A3173,Data Analytics Course,128,3861,$232.11,30,10,7.81%,"$1,636.00",2024-11-18,Hyderabad,Tablet,Data Analytics Course,7.048382233,,,,
A3174,Data Analytics Course,182,3303,$238.40,17,4,2.20%,"$1,695.00",2024-11-05,Hyderabad,Desktop,Data Analytics Online,7.109899329,,,,
A3175,Data Analytics Course,124,4192,$184.42,12,6,4.80%,"$1,533.00",2024-11-05,Hyderabad,Tablet,Data Analytics Course,#VALUE!,,,,
A3176,Data Analytics Course,137,3720,$237.22,24,5,3.60%,"$1,811.00",2024-11-10,Hyderabad,Mobile,Online Data Analytic,7.634263553,,,,
A3177,Data Analytics Course,106,5789,$183.62,19,3,2.80%,"$1,838.00",2024-11-16,Hyderabad,Desktop,Data Analytics Online,10.00980285,,,,
A3178,Data Analytics Course,102,5113,$206.65,27,6,5.90%,"$1,466.00",2024-11-19,Hyderabad,Mobile,Data Analytics Course,7.094120494,,,,
A3179,Data Analytics Course,155,3234,$204.47,12,4,2.60%,"$1,401.00",2024-11-16,Hyderabad,Desktop,Learn Data Analytics,6.851860909,,,,
A3180,Data Analytics Course,85,3088,$234.24,24,4,4.70%,"$1,210.00",2024-11-07,Hyderabad,Tablet,Analytics For Data,5.165642077,,,,
A3181,Data Analytics Course,126,5114,$233.27,30,5,3.97%,"$1,197.00",2024-11-15,Hyderabad,Tablet,Data Analytics Online,5.131392807,,,,
A3182,Data Analytics Course,96,5070,$210.63,27,10,10.40%,"$1,653.00",2024-11-18,Hyderabad,Tablet,Online Data Analytic,7.847884917,,,,
A3183,Data Analytics Course,128,4445,$200.52,14,4,3.10%,"$1,861.00",2024-11-05,Hyderabad,Tablet,Learn Data Analytics,9.280869739,,,,
A3184,Data Analytics Course,151,3656,$199.96,26,7,5.10%,"$1,566.00",2024-11-17,Hyderabad,Desktop,Online Data Analytic,7.831566313,,,,
A3185,Data Analytics Course,95,3583,$223.37,22,9,3.30%,"$1,821.00",2024-11-29,Hyderabad,Desktop,Online Data Analytic,8.152392891,,,,
A3186,Data Analytics Course,193,4790,$247.69,23,5,2.60%,"$1,687.00",2024-11-24,Hyderabad,Mobile,Data Analytics Online,6.810933021,,,,
A3187,Data Analytics Course,90,3235,$211.40,29,10,11.10%,"$1,290.00",2024-11-19,Hyderabad,Tablet,Analytics For Data,6.10217597,,,,
A3188,Data Analytics Course,175,3832,$245.61,27,5,2.90%,"$1,388.00",2024-11-26,Hyderabad,Desktop,Data Analytics Online,5.651235699,,,,
A3189,Data Analytics Course,153,4261,$230.25,27,7,4.60%,"$1,027.00",2024-11-05,Hyderabad,Desktop,Analytics For Data,4.460369164,,,,
A3190,Data Analytics Course,103,4796,$180.64,26,7,6.80%,"$1,102.00",2024-11-03,Hyderabad,Mobile,Data Analytics Training,6.100531444,,,,
A3191,Data Analytics Course,102,5229,$208.55,30,5,4.90%,"$1,065.00",2024-11-15,Hyderabad,Mobile,Analytics For Data,5.106689043,,,,
A3192,Data Analytics Course,199,3754,$220.16,26,9.95,4.50%,"$1,262.00",2024-11-20,Hyderabad,Tablet,Data Analytics Course,5.732194767,,,,
A3193,Data Analytics Course,96,4851,$229.12,27,6,6.25%,"$1,271.00",2024-11-03,Hyderabad,Tablet,Data Analytics Training,5.547311453,,,,
A3194,Data Analytics Course,107,4816,$243.41,20,5,4.67%,"$1,533.00",2024-11-25,Hyderabad,Tablet,Data Analytics Course,#VALUE!,,,,
A3195,Data Analytics Course,170,5404,$218.24,24,5,2.94%,"$1,818.00",2024-11-29,Hyderabad,Desktop,Data Analytics Online,8.330278592,,,,
A3196,Data Analytics Course,145,3068,$237.70,24,7,4.83%,"$1,494.00",2024-11-19,Hyderabad,Mobile,Data Analytics Course,6.285233488,,,,
A3197,Data Analytics Course,148,5877,$213.84,25,8,5.41%,"$1,371.00",2024-11-18,Hyderabad,Desktop,Learn Data Analytics,6.411335578,,,,
A3198,Data Analytics Course,141,4188,$228.12,16,9,6.38%,"$1,204.00",2024-11-30,Hyderabad,Desktop,Data Analytics Online,5.2779239,,,,
A3199,Data Analytics Course,89,5676,$183.58,14,4.45,5.00%,"$1,254.00",2024-11-16,Hyderabad,Mobile,Data Analytics Online,6.830809456,,,,
A3200,Data Analytics Course,140,4677,$223.74,20,9,6.40%,"$1,610.00",2024-11-04,Hyderabad,Mobile,Learn Data Analytics,7.195852329,,,,
A3201,Data Analytics Course,135,3793,$190.88,24,9,5.30%,"$1,533.00",2024-11-19,Hyderabad,Desktop,Data Analytics Online,#VALUE!,,,,
A3202,Data Analytics Course,105,3548,$216.80,30,7,5.40%,"$1,663.00",2024-11-14,Hyderabad,Tablet,Learn Data Analytics,7.670664207,,,,
A3203,Data Analytics Course,119,5944,$225.75,24,5.95,5.00%,"$1,516.00",2024-11-13,Hyderabad,Tablet,Analytics For Data,6.715393134,,,,
A3204,Data Analytics Course,128,4662,$187.28,23,9,7.03%,"$1,710.00",2024-11-13,Hyderabad,Desktop,Data Analytics Training,9.13071337,,,,
A3205,Data Analytics Course,120,4453,$240.34,23,8,6.70%,"$1,452.00",2024-11-26,Hyderabad,Tablet,Online Data Analytic,6.041441292,,,,
A3206,Data Analytics Course,163,5052,$234.73,24,6,3.68%,"$1,848.00",2024-11-17,Hyderabad,Mobile,Online Data Analytic,7.872875218,,,,
A3207,Data Analytics Course,94,4457,$246.18,14,6,5.30%,"$1,492.00",2024-11-15,Hyderabad,Tablet,Data Analytics Online,6.060606061,,,,
A3208,Data Analytics Course,0,5528,$185.93,21,5,4.50%,"$1,719.00",2024-11-15,Hyderabad,Mobile,Data Analytics Training,9.245414941,,,,
A3209,Data Analytics Course,146,4474,$190.94,18,10,6.85%,"$1,872.00",2024-11-07,Hyderabad,Tablet,Data Analytics Online,9.804126951,,,,
A3210,Data Analytics Course,193,5129,$243.78,13,10,5.20%,"$1,583.00",2024-11-06,Hyderabad,Tablet,Data Analytics Course,6.493559767,,,,
A3211,Data Analytics Course,96,5210,$223.05,10,8,8.30%,"$1,483.00",2024-11-29,Hyderabad,Tablet,Online Data Analytic,6.648733468,,,,
A3212,Data Analytics Course,150,3456,$242.22,16,7,4.70%,"$1,215.00",2024-11-02,Hyderabad,Desktop,Data Analytics Training,5.016101065,,,,
A3213,Data Analytics Course,130,4109,$207.10,19,6,4.60%,"$1,521.00",2024-11-16,Hyderabad,Mobile,Learn Data Analytics,7.344278127,,,,
A3214,Data Analytics Course,99,3522,$210.01,28,9,3.40%,"$1,932.00",2024-11-23,Hyderabad,Mobile,Analytics For Data,9.199561926,,,,
A3215,Data Analytics Course,143,3600,$238.14,26,7,4.90%,"$1,891.00",2024-11-09,Hyderabad,Tablet,Analytics For Data,7.940707147,,,,
A3216,Data Analytics Course,116,3026,$209.03,24,9,7.76%,"$1,819.00",2024-11-10,Hyderabad,Desktop,Data Analytics Online,8.702100177,,,,
A3217,Data Analytics Course,120,5453,$214.76,29,5,4.20%,"$1,926.00",2024-11-30,Hyderabad,Mobile,Data Analytics Training,8.968150494,,,,
A3218,Data Analytics Course,115,4857,$195.05,29,9,7.80%,"$1,644.00",2024-11-17,Hyderabad,Desktop,Data Analytics Training,8.428608049,,,,
A3219,Data Analytics Course,175,5915,$223.39,23,8,4.20%,"$1,595.00",2024-11-08,Hyderabad,Tablet,Learn Data Analytics,7.139979408,,,,
A3220,Data Analytics Course,100,3948,$230.56,30,6,6.00%,"$1,234.00",2024-11-12,Hyderabad,Tablet,Analytics For Data,5.352185982,,,,
A3221,Data Analytics Course,114,5446,$207.62,11,8,7.02%,"$1,355.00",2024-11-12,Hyderabad,Mobile,Data Analytics Online,6.526346209,,,,
A3222,Data Analytics Course,109,5388,$205.68,22,6,5.50%,"$1,339.00",2024-11-19,Hyderabad,Desktop,Data Analytics Training,6.510112797,,,,
A3223,Data Analytics Course,154,5138,$194.15,17,7,4.50%,"$1,295.00",2024-11-17,Hyderabad,Mobile,Data Analytics Course,6.670100438,,,,
A3224,Data Analytics Course,199,3534,$238.67,24,5,2.50%,"$1,776.00",2024-11-21,Hyderabad,Mobile,Data Analytics Training,7.441236854,,,,
A3225,Data Analytics Course,98,4302,$183.40,16,9,9.20%,"$1,765.00",2024-11-19,Hyderabad,Desktop,Data Analytics Course,9.623773173,,,,
A3226,Data Analytics Course,196,4367,$238.44,20,7,3.57%,"$1,931.00",2024-11-27,Hyderabad,Desktop,Data Analytics Online,8.098473411,,,,
A3227,Data Analytics Course,81,3721,$222.89,17,4,4.60%,"$1,690.00",2024-11-15,Hyderabad,Desktop,Data Analytics Course,7.582215443,,,,
A3228,Data Analytics Course,150,4351,$203.70,26,8,5.33%,"$1,765.00",2024-11-18,Hyderabad,Desktop,Data Analytics Training,8.664702995,,,,
A3229,Data Analytics Course,121,3122,$237.57,29,6,5.00%,"$1,796.00",2024-11-07,Hyderabad,Mobile,Learn Data Analytics,7.559877089,,,,
A3230,Data Analytics Course,124,3924,$188.66,24,6,4.10%,"$1,472.00",2024-11-04,Hyderabad,Tablet,Data Analytics Training,7.802395844,,,,
A3231,Data Analytics Course,108,4126,$219.33,22,3,2.80%,"$1,275.00",2024-11-29,Hyderabad,Mobile,Data Analytics Course,5.813158255,,,,
A3232,Data Analytics Course,192,3499,$237.83,20,10,4.30%,"$1,533.00",2024-11-12,Hyderabad,Tablet,Analytics For Data,#VALUE!,,,,
A3233,Data Analytics Course,178,3708,$192.77,20,10,5.60%,"$1,292.00",2024-11-16,Hyderabad,Tablet,Data Analytics Online,6.7022877,,,,
A3234,Data Analytics Course,191,3302,$207.75,18,9,4.70%,"$1,533.00",2024-11-26,Hyderabad,Mobile,Learn Data Analytics,#VALUE!,,,,
A3235,Data Analytics Course,147,3131,$242.53,10,4,2.72%,"$1,231.00",2024-11-18,Hyderabad,Desktop,Data Analytics Course,5.075660743,,,,
A3236,Data Analytics Course,88,5145,$242.90,16,10,4.30%,"$1,963.00",2024-11-14,Hyderabad,Tablet,Analytics For Data,8.081515027,,,,
A3237,Data Analytics Course,92,5241,$223.48,23,9,9.78%,"$1,050.00",2024-11-18,Hyderabad,Desktop,Data Analytics Online,4.698407016,,,,
A3238,Data Analytics Course,148,4149,$223.33,30,6,4.10%,"$1,318.00",2024-11-08,Hyderabad,Tablet,Data Analytics Course,5.901580621,,,,
A3239,Data Analytics Course,127,3791,$231.06,11,6,4.72%,"$1,351.00",2024-11-03,Hyderabad,Desktop,Online Data Analytic,5.846966156,,,,
A3240,Data Analytics Course,156,4375,$249.33,26,6,3.80%,"$1,663.00",2024-11-15,Hyderabad,Tablet,Data Analytics Course,6.669875266,,,,
A3241,Data Analytics Course,176,3753,$201.76,11,4,2.30%,"$1,070.00",2024-11-07,Hyderabad,Mobile,Data Analytics Training,5.30333069,,,,
A3242,Data Analytics Course,145,4275,$185.05,25,7,3.60%,"$1,574.00",2024-11-09,Hyderabad,Desktop,Data Analytics Training,8.505809241,,,,
A3243,Data Analytics Course,136,4332,$234.52,19,6,4.30%,"$1,162.00",2024-11-18,Hyderabad,Desktop,Learn Data Analytics,4.954801296,,,,
A3244,Data Analytics Course,150,4001,$219.10,25,6,4.00%,"$1,365.00",2024-11-09,Hyderabad,Tablet,Online Data Analytic,6.230031949,,,,
A3245,Data Analytics Course,145,4436,$190.63,13,10,6.90%,"$1,502.00",2024-11-21,Hyderabad,Tablet,Data Analytics Course,7.879137596,,,,
A3246,Data Analytics Course,165,5661,"$19,130.10",28,6,3.60%,"$1,848.00",2024-11-02,Hyderabad,Desktop,Data Analytics Online,0.09660169053,,,,
A3247,Data Analytics Course,183,5746,$248.15,14,5,5.30%,"$1,012.00",2024-11-25,Hyderabad,Tablet,Data Analytics Course,4.078178521,,,,
A3248,Data Analytics Course,176,3906,$214.00,29,4,3.70%,"$1,382.00",2024-11-25,Hyderabad,Tablet,Online Data Analytic,6.457943925,,,,
A3249,Data Analytics Course,164,5127,$194.76,20,5,3.05%,"$1,533.00",2024-11-12,Hyderabad,Tablet,Analytics For Data,#VALUE!,,,,
A3250,Data Analytics Course,0,4093,$230.81,15,6,0.00%,"$1,713.00",2024-11-02,Hyderabad,Desktop,Data Analytics Course,7.421688835,,,,
A3251,Data Analytics Course,95,4933,$220.04,15,3,3.16%,"$1,366.00",2024-11-04,Hyderabad,Mobile,Data Analytics Training,6.207962189,,,,
A3252,Data Analytics Course,83,5180,$209.62,30,4,4.82%,"$1,972.00",2024-11-13,Hyderabad,Desktop,Analytics For Data,9.407499284,,,,
A3253,Data Analytics Course,91,4988,$217.34,10,10,11.00%,"$1,508.00",2024-11-29,Hyderabad,Mobile,Learn Data Analytics,6.938437471,,,,
A3254,Data Analytics Course,107,5510,$216.10,14,8,7.50%,"$1,857.00",2024-11-19,Hyderabad,Mobile,Online Data Analytic,8.593243869,,,,
A3255,Data Analytics Course,83,3187,"$9,623.02",25,10,3.40%,"$1,571.00",2024-11-07,Hyderabad,Mobile,Learn Data Analytics,0.163254363,,,,
A3256,Data Analytics Course,166,3788,$238.56,18,8,4.80%,"$1,657.00",2024-11-06,Hyderabad,Mobile,Learn Data Analytics,6.945841717,,,,
A3257,Data Analytics Course,182,4575,$233.74,24,10,5.49%,"$1,844.00",2024-11-13,Hyderabad,Mobile,Learn Data Analytics,7.889107555,,,,
A3258,Data Analytics Course,188,4382,$249.50,12,9,4.90%,"$1,746.00",2024-11-13,Hyderabad,Desktop,Analytics For Data,6.997995992,,,,
A3259,Data Analytics Course,107,4605,$230.74,17,7,6.54%,"$1,590.00",2024-11-18,Hyderabad,Tablet,Online Data Analytic,6.890872844,,,,
A3260,Data Analytics Course,169,4857,$194.79,18,7,4.10%,"$1,391.00",2024-11-22,Hyderabad,Mobile,Data Analytics Online,7.141023667,,,,
A3261,Data Analytics Course,165,3150,$190.30,18,3,1.80%,"$1,129.00",2024-11-18,Hyderabad,Desktop,Data Analytics Training,5.932737782,,,,
A3262,Data Analytics Course,137,4630,$201.14,10,4,2.90%,"$1,680.00",2024-11-27,Hyderabad,Tablet,Learn Data Analytics,8.352391369,,,,
A3263,Data Analytics Course,135,3712,$207.14,14,3,4.80%,"$1,788.00",2024-11-21,Hyderabad,Tablet,Data Analytics Training,8.631843198,,,,
A3264,Data Analytics Course,130,5739,"$15,072.20",23,8,6.20%,"$1,533.00",2024-11-30,Hyderabad,Mobile,Data Analytics Online,#VALUE!,,,,
A3265,Data Analytics Course,193,5453,$230.95,26,8,4.10%,"$1,055.00",2024-11-11,Hyderabad,Desktop,Data Analytics Online,4.568088331,,,,
A3266,Data Analytics Course,122,4556,$243.84,26,4,5.20%,"$1,164.00",2024-11-24,Hyderabad,Mobile,Online Data Analytic,4.773622047,,,,
A3267,Data Analytics Course,167,5824,$204.18,0,8.35,5.00%,"$1,452.00",2024-11-09,Hyderabad,Mobile,Data Analytics Course,7.111372319,,,,
A3268,Data Analytics Course,145,5765,$240.62,18,6,4.10%,"$1,056.00",2024-11-19,Hyderabad,Desktop,Data Analytics Training,4.388662622,,,,
A3269,Data Analytics Course,80,5653,$228.06,19,8,10.00%,"$1,795.00",2024-11-13,Hyderabad,Tablet,Analytics For Data,7.870735771,,,,
A3270,Data Analytics Course,0,4379,$238.75,24,8,0.00%,"$1,533.00",2024-11-10,Hyderabad,Mobile,Data Analytics Training,#VALUE!,,,,
A3271,Data Analytics Course,141,5612,$224.45,19,5,3.55%,"$1,150.00",2024-11-16,Hyderabad,Mobile,Online Data Analytic,5.123635554,,,,
A3272,Data Analytics Course,180,3102,$198.37,19,3,1.67%,"$1,533.00",2024-11-29,Hyderabad,Mobile,Online Data Analytic,#VALUE!,,,,
A3273,Data Analytics Course,196,5812,$246.88,22,9,4.60%,"$1,715.00",2024-11-14,Hyderabad,Mobile,Online Data Analytic,6.94669475,,,,
A3274,Data Analytics Course,168,4904,$219.00,22,5,3.00%,"$1,541.00",2024-11-15,Hyderabad,Tablet,Online Data Analytic,7.03652968,,,,
A3275,Data Analytics Course,0,4562,$183.58,17,9,0.00%,"$1,668.00",2024-11-30,Hyderabad,Desktop,Data Analytics Course,9.085957076,,,,
A3276,Data Analytics Course,178,4708,$237.77,14,10,5.62%,"$1,449.00",2024-11-21,Hyderabad,Mobile,Learn Data Analytics,6.094124574,,,,
A3277,Data Analytics Course,93,3945,$189.53,27,3,3.20%,"$1,560.00",2024-11-18,Hyderabad,Tablet,Learn Data Analytics,8.230886931,,,,
A3278,Data Analytics Course,138,5863,$201.19,30,10,7.20%,"$1,898.00",2024-11-18,Hyderabad,Desktop,Analytics For Data,9.433868483,,,,
A3279,Data Analytics Course,143,4470,$214.42,14,8,5.60%,"$1,353.00",2024-11-22,Hyderabad,Mobile,Data Analytics Course,6.310045705,,,,
A3280,Data Analytics Course,0,5800,$0.00,22,9,0.00%,"$1,369.00",2024-11-14,Hyderabad,Tablet,Data Analytics Course,#DIV/0!,,,,
A3281,Data Analytics Course,147,4041,$229.19,16,10,5.50%,"$1,558.00",2024-11-27,Hyderabad,Desktop,Analytics For Data,6.797853309,,,,
A3282,Data Analytics Course,101,3449,$188.39,16,10,9.90%,"$1,318.00",2024-11-08,Hyderabad,Desktop,Online Data Analytic,6.99612506,,,,
A3283,Data Analytics Course,195,4195,$231.87,13,10,3.40%,"$1,834.00",2024-11-25,Hyderabad,Desktop,Learn Data Analytics,7.90960452,,,,
A3284,Data Analytics Course,142,5365,$237.95,17,10,7.00%,"$1,548.00",2024-11-27,Hyderabad,Tablet,Data Analytics Online,6.505568397,,,,
A3285,Data Analytics Course,139,3854,$234.73,10,3,2.20%,"$1,802.00",2024-11-18,Hyderabad,Tablet,Learn Data Analytics,7.676905381,,,,
A3286,Data Analytics Course,84,5597,$244.39,22,10,11.90%,"$1,685.00",2024-11-03,Hyderabad,Tablet,Data Analytics Training,6.89471746,,,,
A3287,Data Analytics Course,103,5488,$237.06,21,7,4.90%,"$1,874.00",2024-11-22,Hyderabad,Tablet,Analytics For Data,7.905171686,,,,
A3288,Data Analytics Course,108,3676,$203.45,29,8,7.40%,"$1,369.00",2024-11-01,Hyderabad,Mobile,Data Analytics Online,6.728926026,,,,
A3289,Data Analytics Course,171,4307,$220.89,0,8,3.80%,"$1,187.00",2024-11-01,Hyderabad,Tablet,Data Analytics Online,5.373715424,,,,
A3290,Data Analytics Course,80,4204,$226.79,14,3,3.70%,"$1,434.00",2024-11-21,Hyderabad,Tablet,Data Analytics Course,6.323030116,,,,
A3291,Data Analytics Course,169,3589,$237.83,15,3,1.80%,"$1,754.00",2024-11-21,Hyderabad,Mobile,Analytics For Data,7.375015768,,,,
A3292,Data Analytics Course,0,3048,$189.48,22,7,0.00%,"$1,740.00",2024-11-18,Hyderabad,Mobile,Analytics For Data,9.183027232,,,,
A3293,Data Analytics Course,92,4631,$233.30,19,10,10.90%,"$1,521.00",2024-11-27,Hyderabad,Mobile,Learn Data Analytics,6.519502786,,,,
A3294,Data Analytics Course,189,5624,$248.03,23,7,3.70%,"$1,533.00",2024-11-10,Hyderabad,Tablet,Analytics For Data,#VALUE!,,,,
A3295,Data Analytics Course,124,5931,$214.41,21,3,2.42%,"$1,906.00",2024-11-05,Hyderabad,Tablet,Online Data Analytic,8.88951075,,,,
A3296,Data Analytics Course,138,5891,$247.47,14,7,5.10%,"$1,138.00",2024-11-14,Hyderabad,Desktop,Online Data Analytic,4.598537196,,,,
A3297,Data Analytics Course,186,5774,$236.22,15,6,3.20%,"$1,288.00",2024-11-12,Hyderabad,Mobile,Learn Data Analytics,5.452544238,,,,
A3298,Data Analytics Course,100,4869,$234.37,21,7,7.00%,"$1,890.00",2024-11-01,Hyderabad,Tablet,Data Analytics Online,8.064172036,,,,
A3299,Data Analytics Course,151,5403,$180.74,22,3,4.60%,"$1,610.00",2024-11-29,Hyderabad,Tablet,Data Analytics Online,8.907823393,,,,
A3300,Data Analytics Course,176,4577,$207.98,23,8.8,5.00%,"$1,396.00",2024-11-29,Hyderabad,Tablet,Data Analytics Training,6.712183864,,,,
A3301,Data Analytics Course,0,3978,$230.19,23,9,0.00%,"$1,792.00",2024-11-19,Hyderabad,Desktop,Analytics For Data,7.784873365,,,,
A3302,Data Analytics Course,141,4483,$240.23,25,4,2.80%,"$1,516.00",2024-11-14,Hyderabad,Tablet,Analytics For Data,6.31061899,,,,
A3303,Data Analytics Course,117,5754,$228.80,0,3,2.60%,"$1,533.00",2024-11-14,Hyderabad,Mobile,Data Analytics Online,#VALUE!,,,,
A3304,Data Analytics Course,131,5528,$182.38,27,6,4.60%,"$1,168.00",2024-11-03,Hyderabad,Desktop,Analytics For Data,6.404210988,,,,
A3305,Data Analytics Course,173,3639,$225.73,10,4,2.30%,"$1,804.00",2024-11-27,Hyderabad,Tablet,Data Analytics Online,7.991848669,,,,
A3306,Data Analytics Course,195,4067,$220.61,20,8,4.10%,"$1,767.00",2024-11-08,Hyderabad,Desktop,Data Analytics Course,8.009609719,,,,
A3307,Data Analytics Course,126,3931,$212.16,20,9,5.80%,"$1,537.00",2024-11-09,Hyderabad,Desktop,Learn Data Analytics,7.244532428,,,,
A3308,Data Analytics Course,119,3602,$191.83,26,3,2.52%,"$1,052.00",2024-11-10,Hyderabad,Tablet,Analytics For Data,5.484022311,,,,
A3309,Data Analytics Course,141,5663,$237.57,16,3,4.50%,"$1,269.00",2024-11-18,Hyderabad,Tablet,Data Analytics Course,5.341583533,,,,
A3310,Data Analytics Course,182,4021,"$21,101.08",24,7,3.80%,"$1,444.00",2024-11-30,Hyderabad,Tablet,Online Data Analytic,0.06843251625,,,,
A3311,Data Analytics Course,192,4551,$223.93,22,10,5.20%,"$1,231.00",2024-11-19,Hyderabad,Desktop,Data Analytics Training,5.497253606,,,,
A3312,Data Analytics Course,0,5123,$231.93,18,9,0.00%,"$1,031.00",2024-11-18,Hyderabad,Desktop,Analytics For Data,4.445306774,,,,
A3313,Data Analytics Course,160,3816,$207.93,27,9,5.60%,"$1,884.00",2024-11-03,Hyderabad,Mobile,Analytics For Data,9.060741596,,,,
A3314,Data Analytics Course,140,3154,$212.73,21,4,2.90%,"$1,024.00",2024-11-14,Hyderabad,Tablet,Learn Data Analytics,4.813613501,,,,
A3315,Data Analytics Course,134,3700,$226.57,28,7,5.60%,"$1,836.00",2024-11-04,Hyderabad,Tablet,Data Analytics Online,8.103455886,,,,
A3316,Data Analytics Course,92,3963,$219.39,22,10,10.87%,"$1,834.00",2024-11-26,Hyderabad,Mobile,Online Data Analytic,8.359542367,,,,
